,,,,Latitude,Longitude,,,,,,,id,TD
4134,DM,2018-11-09 5:47:40,1541695660,-38.13651,176.24025,,269,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,4142
4135,DM,2018-11-09 6:56:42,1541699802,-38.13657,176.24005,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,296
4136,DM,2018-11-09 7:01:38,1541700098,-38.13672,176.24505,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,304
4137,DM,2018-11-09 7:06:42,1541700402,-38.13684,176.25214,633.8853453,286.7468405,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,296
4138,DM,2018-11-09 7:11:38,1541700698,-38.13681,176.25209,,296,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,301
4139,DM,2018-11-09 7:16:39,1541700999,-38.13675,176.25208,,323,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,291
2848,CM,2018-11-09 7:21:30,1541701290,-38.15218,176.29231,,335,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,254
2849,CM,2018-11-09 7:25:44,1541701544,-38.15218,176.29233,,338,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,300
2850,CM,2018-11-09 7:30:44,1541701844,-38.15213,176.2923,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,300
2851,CM,2018-11-09 7:35:44,1541702144,-38.14951,176.27985,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,230
4140,DM,2018-11-09 7:39:34,1541702374,-38.13678,176.25352,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,66
2852,CM,2018-11-09 7:40:40,1541702440,-38.14738,176.26807,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,116
8002,NM,2018-11-09 7:42:36,1541702556,-38.1348,176.25931,,341,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,10
13526,WG,2018-11-09 7:42:46,1541702566,-38.14513,176.26369,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,108
4141,DM,2018-11-09 7:44:34,1541702674,-38.13515,176.26021,,302,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,65
2853,CM,2018-11-09 7:45:39,1541702739,-38.13982,176.25835,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,9
13527,WG,2018-11-09 7:45:48,1541702748,-38.1396,176.25858,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,207
4142,DM,2018-11-09 7:49:15,1541702955,-38.13509,176.26051,,317,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,110
13528,WG,2018-11-09 7:51:05,1541703065,-38.13483,176.25917,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,36
8003,NM,2018-11-09 7:51:41,1541703101,-38.13486,176.25917,,296,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,149
4143,DM,2018-11-09 7:54:10,1541703250,-38.13486,176.25914,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,64
10003,PM,2018-11-09 7:55:14,1541703314,-38.1348,176.25916,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,17
2854,CM,2018-11-09 7:55:31,1541703331,-38.13485,176.25904,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,219
4144,DM,2018-11-09 7:59:10,1541703550,-38.13486,176.25914,,296,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,60
10004,PM,2018-11-09 8:00:10,1541703610,-38.1348,176.25917,1.753390172,291.6271181,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,21
2855,CM,2018-11-09 8:00:31,1541703631,-38.13489,176.25913,5.260273041,291.6813558,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,11
13529,WG,2018-11-09 8:00:42,1541703642,-38.13458,176.25922,0,291.6,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,53
8004,NM,2018-11-09 8:01:35,1541703695,-38.13496,176.25914,4.383580246,291.6677968,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,154
4145,DM,2018-11-09 8:04:09,1541703849,-38.13492,176.2547,,293,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,64
10005,PM,2018-11-09 8:05:13,1541703913,-38.13495,176.24884,924.8146502,294.7416431,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,18
2856,CM,2018-11-09 8:05:31,1541703931,-38.13493,176.24797,1001.104278,296.8374849,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,6
13530,WG,2018-11-09 8:05:37,1541703937,-38.13496,176.24997,825.7403656,292.0198573,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,210
4146,DM,2018-11-09 8:09:07,1541704147,-38.13041,176.24379,1546.2,291.4,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,88
13531,WG,2018-11-09 8:10:35,1541704235,-38.12909,176.24242,1546.2,291.4,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,43
8005,NM,2018-11-09 8:11:18,1541704278,-38.12858,176.23991,1948.8,288.1,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,169
4147,DM,2018-11-09 8:14:07,1541704447,-38.12599,176.23564,2848.253015,289.5054049,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,65
10006,PM,2018-11-09 8:15:12,1541704512,-38.12581,176.23576,2869.258369,289.331758,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,16
2857,CM,2018-11-09 8:15:28,1541704528,-38.12401,176.23517,3073.894985,290.910425,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,7
13532,WG,2018-11-09 8:15:35,1541704535,-38.1248,176.23538,2984.302998,290.1918753,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,209
4148,DM,2018-11-09 8:19:04,1541704744,-38.11439,176.2316,4216.308363,287.5674421,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,54
1858,BP,2018-11-09 8:19:58,1541704798,-38.12602,176.23569,2845.41946,289.5288293,Check-in/OK,"Here I am, out there safe and sound. Thinking of you all.",SPOT Device,"(UTC+12:00) Auckland, Wellington",5,8
10007,PM,2018-11-09 8:20:06,1541704806,-38.11268,176.23074,4420.550517,287.1694566,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,20
2858,CM,2018-11-09 8:20:26,1541704826,-38.10895,176.22876,4869.561892,286.2947958,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,8
13533,WG,2018-11-09 8:20:34,1541704834,-38.11198,176.23041,4503.448154,287.0079225,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,44
8006,NM,2018-11-09 8:21:18,1541704878,-38.10927,176.22901,4828.470858,286.3748657,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,166
4149,DM,2018-11-09 8:24:04,1541705044,-38.10139,176.22499,5771.618256,285.5395937,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,62
10008,PM,2018-11-09 8:25:06,1541705106,-38.10109,176.22482,5808.092965,285.5760015,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,20
2859,CM,2018-11-09 8:25:26,1541705126,-38.09367,176.22104,6653.7,284.5,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,6
13534,WG,2018-11-09 8:25:32,1541705132,-38.1001,176.2243,5927.199168,285.6947605,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,211
4150,DM,2018-11-09 8:29:03,1541705343,-38.08795,176.21815,7385.203584,286.3374726,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,27
5180,DR/BB,2018-11-09 8:29:30,1541705370,-38.08336,176.21536,7994.204952,287.9506372,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,33
10009,PM,2018-11-09 8:30:03,1541705403,-38.08461,176.21638,7787.100249,287.3481941,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,25
2860,CM,2018-11-09 8:30:28,1541705428,-38.0817,176.2123,8534.632262,291.2467869,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,4
13535,WG,2018-11-09 8:30:32,1541705432,-38.0874,176.21786,7451.336037,286.5037877,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,46
8007,NM,2018-11-09 8:31:18,1541705478,-38.08163,176.21176,8582.2801,292.0042533,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,225
10010,PM,2018-11-09 8:35:03,1541705703,-38.08351,176.1989,9765.112747,291.5469125,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,30
2861,CM,2018-11-09 8:35:33,1541705733,-38.0833,176.18919,10617.92895,299.6772291,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,267
10011,PM,2018-11-09 8:40:00,1541706000,-38.08269,176.18433,11109.50036,317.1234298,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,33
2862,CM,2018-11-09 8:40:33,1541706033,-38.086,176.17614,11927.17297,339.9676794,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,146
8008,NM,2018-11-09 8:42:59,1541706179,-38.08696,176.16948,12564.19081,331.389626,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,154
2863,CM,2018-11-09 8:45:33,1541706333,-38.08969,176.16112,13383.35263,370.3211736,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,446
8009,NM,2018-11-09 8:52:59,1541706779,-38.09207,176.15,14531.84973,398.6417286,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,59
4151,DM,2018-11-09 8:53:58,1541706838,-38.09224,176.14375,15083.53256,430.0980043,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,54
10012,PM,2018-11-09 8:54:52,1541706892,-38.0923,176.14356,15101.19161,431.7101189,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,26
2864,CM,2018-11-09 8:55:18,1541706918,-38.09261,176.13675,15703.38774,467.7712669,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,220
4152,DM,2018-11-09 8:58:58,1541707138,-38.09275,176.13585,15782.99503,471.9371107,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,54
10013,PM,2018-11-09 8:59:52,1541707192,-38.09277,176.13189,16130.08838,489.9440207,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,26
2865,CM,2018-11-09 9:00:18,1541707218,-38.09257,176.1207,17112.77221,512.3538134,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,4
13536,WG,2018-11-09 9:00:22,1541707222,-38.09157,176.15251,14304.8788,392.5442176,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,157
8010,NM,2018-11-09 9:02:59,1541707379,-38.09267,176.12228,16973.37954,508.1561179,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,59
4153,DM,2018-11-09 9:03:58,1541707438,-38.09262,176.12177,17018.3969,508.988952,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,54
10014,PM,2018-11-09 9:04:52,1541707492,-38.09264,176.11919,17245.42399,521.0779864,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,26
2866,CM,2018-11-09 9:05:18,1541707518,-38.09253,176.10808,18220.13539,546.6784099,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,4
13537,WG,2018-11-09 9:05:22,1541707522,-38.09226,176.14384,15076.23706,429.4319907,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,215
4154,DM,2018-11-09 9:08:57,1541707737,-38.09253,176.10788,18237.67977,547.1595504,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,7
5181,DR/BB,2018-11-09 9:09:04,1541707744,-38.09258,176.10025,18914.94941,561.3887097,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,51
10015,PM,2018-11-09 9:09:55,1541707795,-38.09238,176.09785,19127.61756,567.2360509,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,19
2867,CM,2018-11-09 9:10:14,1541707814,-38.09247,176.09044,19777.92864,575.4431009,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,8
13538,WG,2018-11-09 9:10:22,1541707822,-38.09265,176.13689,15691.69019,467.348168,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,32
8011,NM,2018-11-09 9:10:54,1541707854,-38.09262,176.1003,18910.56332,561.3483872,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,189
4155,DM,2018-11-09 9:14:03,1541708043,-38.09244,176.09195,19645.42735,573.3320811,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,52
10016,PM,2018-11-09 9:14:55,1541708095,-38.095,176.08549,20299.50573,579.7596191,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,19
2868,CM,2018-11-09 9:15:14,1541708114,-38.09067,176.07739,21523.81099,578.8132723,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,222
4156,DM,2018-11-09 9:18:56,1541708336,-38.09142,176.07788,21430.20837,578.6163143,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,17
5182,DR/BB,2018-11-09 9:19:13,1541708353,-38.0899,176.07681,21623.26384,579.0225404,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,79
2869,CM,2018-11-09 9:20:32,1541708432,-38.08272,176.05589,23688.75448,566.9907448,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,22
8012,NM,2018-11-09 9:20:54,1541708454,-38.08713,176.07103,22232.22758,576.3340538,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,182
4157,DM,2018-11-09 9:23:56,1541708636,-38.08301,176.06046,23266.14703,570.6858125,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,73
2870,CM,2018-11-09 9:25:09,1541708709,-38.07805,176.03816,25534.8107,549.5091344,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,235
5183,DR/BB,2018-11-09 9:29:04,1541708944,-38.07765,176.03699,25647.01394,548.1527443,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,45
10017,PM,2018-11-09 9:29:49,1541708989,-38.07437,176.03406,26127.24721,543.3901662,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,30
13539,WG,2018-11-09 9:30:19,1541709019,-38.09238,176.09515,19364.59288,568.8585769,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,28
8013,NM,2018-11-09 9:30:47,1541709047,-38.07439,176.03394,26136.922,542.9333546,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,255
2871,CM,2018-11-09 9:35:02,1541709302,-38.07313,176.01601,27849.58772,536.2009378,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,17
13540,WG,2018-11-09 9:35:19,1541709319,-38.09629,176.08228,20617.95688,578.695054,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,51
10018,PM,2018-11-09 9:36:10,1541709370,-38.07562,176.02857,26625.81444,536.7429949,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,232
2872,CM,2018-11-09 9:40:02,1541709602,-38.06922,176.00125,29312.3542,550.0948621,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,17
13541,WG,2018-11-09 9:40:19,1541709619,-38.0959,176.08125,20742.77065,579.5003814,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,51
10019,PM,2018-11-09 9:41:10,1541709670,-38.07232,176.01218,28211.44953,540.1469502,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,232
2873,CM,2018-11-09 9:45:02,1541709902,-38.06102,175.98271,31284.86762,521.5396955,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,37
13542,WG,2018-11-09 9:45:39,1541709939,-38.09595,176.08133,,572,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,31
10020,PM,2018-11-09 9:46:10,1541709970,-38.06395,175.99141,30450.90627,530.8503342,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,244
13543,WG,2018-11-09 9:50:14,1541710214,-38.09595,176.08147,,560,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,258
10021,PM,2018-11-09 9:54:32,1541710472,-38.05811,175.9561,33977.24313,459.0643439,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,44
13544,WG,2018-11-09 9:55:16,1541710516,-38.08791,176.07312,22029.48143,577.4416196,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,256
10022,PM,2018-11-09 9:59:32,1541710772,-38.05472,175.9349,35897.25192,404.7767634,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,22
2874,CM,2018-11-09 9:59:54,1541710794,-38.05144,175.92164,37158.8539,417.3543497,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,227
4158,DM,2018-11-09 10:03:41,1541711021,-38.05728,175.94694,34791.43229,461.7212606,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,51
10023,PM,2018-11-09 10:04:32,1541711072,-38.04863,175.90718,38472.72859,358.7936851,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,22
2875,CM,2018-11-09 10:04:54,1541711094,-38.04517,175.8916,39954.81269,307.3119161,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,227
4159,DM,2018-11-09 10:08:41,1541711321,-38.05243,175.92377,36941.86506,419.169163,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,49
10024,PM,2018-11-09 10:09:30,1541711370,-38.03865,175.87074,42029.97405,203.4144698,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,24
2876,CM,2018-11-09 10:09:54,1541711394,-38.03706,175.85298,43687.71384,139.0345955,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,227
4160,DM,2018-11-09 10:13:41,1541711621,-38.04556,175.89639,39518.56933,326.0583324,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,47
10025,PM,2018-11-09 10:14:28,1541711668,-38.03311,175.84172,44990.74291,149.6001724,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,24
2877,CM,2018-11-09 10:14:52,1541711692,-38.03053,175.83847,45399.74213,173.4073946,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,226
4161,DM,2018-11-09 10:18:38,1541711918,-38.03713,175.85369,43624.98401,144.1000224,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,42
10026,PM,2018-11-09 10:19:20,1541711960,-38.02471,175.83197,46372.23,157.9748206,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,259
4162,DM,2018-11-09 10:23:39,1541712219,-38.0314,175.83957,45259.69668,164.6731092,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,41
10027,PM,2018-11-09 10:24:20,1541712260,-38.02106,175.813,48095.65235,126.4578198,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,29
2878,CM,2018-11-09 10:24:49,1541712289,-38.02399,175.80939,49370.4608,136.9319407,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,229
4163,DM,2018-11-09 10:28:38,1541712518,-38.02486,175.82751,46814.59969,142.9686907,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,44
10028,PM,2018-11-09 10:29:22,1541712562,-38.03438,175.79642,51023.1934,143.6315513,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,21
2879,CM,2018-11-09 10:29:43,1541712583,-38.0357,175.79174,51460.69838,143.4040367,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,232
4164,DM,2018-11-09 10:33:35,1541712815,-38.01991,175.81307,48282.74555,123.2506936,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,45
10029,PM,2018-11-09 10:34:20,1541712860,-38.04597,175.78137,53074.19766,165.7151097,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,23
2880,CM,2018-11-09 10:34:43,1541712883,-38.04712,175.78093,53208.60613,166.8287272,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,232
4165,DM,2018-11-09 10:38:35,1541713115,-38.02763,175.80406,50003.33541,150.2846612,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,66
2881,CM,2018-11-09 10:39:41,1541713181,-38.05795,175.76436,55479.69249,148.8474029,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,19
10030,PM,2018-11-09 10:40:00,1541713200,-38.04761,175.77976,53286.57215,167.2911223,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,214
4166,DM,2018-11-09 10:43:34,1541713414,-38.03988,175.78751,52154.23942,138.7838173,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,11
1874,BP,2018-11-09 10:43:45,1541713425,-38.05595,175.77318,54659.02658,153.9734798,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,57
2882,CM,2018-11-09 10:44:42,1541713482,-38.0584,175.73627,58021.59853,139.2,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,18
10031,PM,2018-11-09 10:45:00,1541713500,-38.05194,175.77942,53838.34859,166.735022,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,214
4167,DM,2018-11-09 10:48:34,1541713714,-38.047,175.78099,53194.40012,166.7444951,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,43
10032,PM,2018-11-09 10:49:17,1541713757,-38.05797,175.7572,56118.94561,151.9544983,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,24
2883,CM,2018-11-09 10:49:41,1541713781,-38.0556,175.71617,60142.42026,140.2548723,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,14
13545,WG,2018-11-09 10:49:55,1541713795,-38.05334,175.92521,36779.9353,425.1687761,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,165
1877,BP,2018-11-09 10:52:40,1541713960,-38.05984,175.73007,58604.01663,135.6134924,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,81
4168,DM,2018-11-09 10:54:01,1541714041,-38.05322,175.77957,54020.41304,165.8872096,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,14
10033,PM,2018-11-09 10:54:15,1541714055,-38.05983,175.72949,58654.89784,135.281159,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,27
2884,CM,2018-11-09 10:54:42,1541714082,-38.0621,175.70081,61907.20011,137.3153942,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,13
13546,WG,2018-11-09 10:54:55,1541714095,-38.0475,175.90324,38849.44462,349.9446509,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,149
1879,BP,2018-11-09 10:57:24,1541714244,-38.05649,175.71545,60259.65169,145.5154928,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,52
5184,DR/BB,2018-11-09 10:58:16,1541714296,-38.05457,175.71765,59930.38261,130.2560621,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,17
4169,DM,2018-11-09 10:58:33,1541714313,-38.05795,175.76111,55767.5946,151.9406821,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,39
10034,PM,2018-11-09 10:59:12,1541714352,-38.05753,175.71379,60455.60849,162.0402068,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,29
2885,CM,2018-11-09 10:59:41,1541714381,-38.07184,175.68132,64353.9431,131.7432148,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,14
13547,WG,2018-11-09 10:59:55,1541714395,-38.04527,175.89148,39964.82416,306.8780655,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,147
1880,BP,2018-11-09 11:02:22,1541714542,-38.06247,175.69955,62028.09785,136.5533332,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,70
4170,DM,2018-11-09 11:03:32,1541714612,-38.05818,175.73718,57938.09204,139.2,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,37
10035,PM,2018-11-09 11:04:09,1541714649,-38.06361,175.69041,62881.38927,129.2206065,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,41
13548,WG,2018-11-09 11:04:50,1541714690,-38.03716,175.858,43234.0895,174.7325621,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,151
1882,BP,2018-11-09 11:07:21,1541714841,-38.07104,175.68159,64262.03957,131.85682,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,55
5185,DR/BB,2018-11-09 11:08:16,1541714896,-38.065,175.68581,63313.50801,131.7768848,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,15
4171,DM,2018-11-09 11:08:31,1541714911,-38.05469,175.71824,59877.22783,128.2229992,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,31
10036,PM,2018-11-09 11:09:02,1541714942,-38.0739,175.67475,65050.2547,132.3510131,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,43
13549,WG,2018-11-09 11:09:45,1541714985,-38.03261,175.84104,45072.27088,158.4727383,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,164
1884,BP,2018-11-09 11:12:29,1541715149,-38.07727,175.65936,66549.65565,131.6700409,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,62
4172,DM,2018-11-09 11:13:31,1541715211,-38.05829,175.71275,60590.05075,168.7320587,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,31
10037,PM,2018-11-09 11:14:02,1541715242,-38.07733,175.65312,67148.17647,133.4677282,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,43
13550,WG,2018-11-09 11:14:45,1541715285,-38.02952,175.83615,45645.43803,187.3501636,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,153
1886,BP,2018-11-09 11:17:18,1541715438,-38.08313,175.64429,68066.94636,146.6823175,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,58
5186,DR/BB,2018-11-09 11:18:16,1541715496,-38.07959,175.65088,67477.70006,135.176785,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,14
4173,DM,2018-11-09 11:18:30,1541715510,-38.06349,175.6922,62720.98667,127.7629619,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,29
10038,PM,2018-11-09 11:18:59,1541715539,-38.08099,175.63773,68916.7,119.4,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,33
2886,CM,2018-11-09 11:19:32,1541715572,-38.06325,175.62812,73771.5908,87.57203196,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,13
13551,WG,2018-11-09 11:19:45,1541715585,-38.02467,175.8213,47403.30443,125.8794181,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,149
1887,BP,2018-11-09 11:22:14,1541715734,-38.08372,175.6256,70360.25,145.9179045,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",5,72
