,,,,Latitude,Longitude,,,,,,,id,TD
10170,PM,2018-11-10 6:35:39,1541784939,-38.03484,174.85947,277400.815,33.12998264,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,53
4251,DM,2018-11-10 6:36:32,1541784992,-37.69203,175.00038,,8,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,208
2986,CM,2018-11-10 6:40:00,1541785200,-37.90607,174.84465,246020.4858,77.0198601,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,37
10171,PM,2018-11-10 6:40:37,1541785237,-38.04068,174.85213,278463.632,60.50681078,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,142
8031,NM,2018-11-10 6:42:59,1541785379,-37.76613,174.97192,187630.4881,13.1629531,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,115
2987,CM,2018-11-10 6:44:54,1541785494,-37.90323,174.85404,247104.3492,99.19430776,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,300
2988,CM,2018-11-10 6:49:54,1541785794,-37.90083,174.85722,247582.4148,140.4730023,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,298
2989,CM,2018-11-10 6:54:52,1541786092,-37.89694,174.85725,248099.2321,172.4268424,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,39
10172,PM,2018-11-10 6:55:31,1541786131,-38.04557,174.89897,284599.8703,22.4938829,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,258
2990,CM,2018-11-10 6:59:49,1541786389,-37.88916,174.86775,249511,137.1,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,42
10173,PM,2018-11-10 7:00:31,1541786431,-38.05274,174.91639,286508.5637,17.16284929,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,138
8032,NM,2018-11-10 7:02:49,1541786569,-37.8114,174.97513,193879.0711,16.94911313,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",17,117
2991,CM,2018-11-10 7:04:46,1541786686,-37.89371,174.86932,250129.263,136.5793713,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,45
10174,PM,2018-11-10 7:05:31,1541786731,-38.05351,174.91751,286639.4004,25.52324443,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,247
2992,CM,2018-11-10 7:09:38,1541786978,-37.89919,174.86778,250779.2334,173.6071992,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,17
13599,WG,2018-11-10 7:09:55,1541786995,-37.66951,175.15385,152762.3069,20.9093912,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,34
10175,PM,2018-11-10 7:10:29,1541787029,-38.05348,174.91756,286640.1399,25.57083021,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,252
2993,CM,2018-11-10 7:14:41,1541787281,-37.90549,174.86563,252158.5754,168.6185154,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,47
10176,PM,2018-11-10 7:15:28,1541787328,-38.05345,174.91757,,50,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,250
2994,CM,2018-11-10 7:19:38,1541787578,-37.91576,174.85765,253660.0776,153.9057649,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,298
2995,CM,2018-11-10 7:24:36,1541787876,-37.92915,174.84674,256390.85,30.76315848,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,119
5218,DR/BB,2018-11-10 7:26:35,1541787995,-37.74619,174.97403,185058.1145,83.99692215,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,199
2996,CM,2018-11-10 7:29:54,1541788194,-37.93523,174.85783,257770.1059,30.27599949,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,975
5219,DR/BB,2018-11-10 7:46:09,1541789169,-37.7959,174.97498,191922.9283,25.96103255,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,35
10177,PM,2018-11-10 7:46:44,1541789204,-38.05453,174.91927,286834.6567,38.214142,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,159
2997,CM,2018-11-10 7:49:23,1541789363,-37.95834,174.87814,262263.1077,14.12999209,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,141
10178,PM,2018-11-10 7:51:44,1541789504,-38.05779,174.93292,288139.2852,42.82932051,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,157
2998,CM,2018-11-10 7:54:21,1541789661,-37.95833,174.89131,263719.8456,13.91864236,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,19
13600,WG,2018-11-10 7:54:40,1541789680,-37.67271,175.07572,163257.4555,110.4311995,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,25
4252,DM,2018-11-10 7:55:05,1541789705,-37.72447,174.97916,181884.0677,20.99955383,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,64
5220,DR/BB,2018-11-10 7:56:09,1541789769,-37.82332,174.97404,195362.9379,30.43208635,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,36
10179,PM,2018-11-10 7:56:45,1541789805,-38.06035,174.9437,289135.7585,92.46575827,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,156
2999,CM,2018-11-10 7:59:21,1541789961,-37.96455,174.89929,265044.3944,20.54157333,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,19
13601,WG,2018-11-10 7:59:40,1541789980,-37.67271,175.07572,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,26
4253,DM,2018-11-10 8:00:06,1541790006,-37.73489,174.97031,183687.8335,18.59450838,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,95
10180,PM,2018-11-10 8:01:41,1541790101,-38.07786,174.92976,291902.0772,12.11791506,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,157
3000,CM,2018-11-10 8:04:18,1541790258,-37.97279,174.90341,266262.4776,28.0444445,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,22
13602,WG,2018-11-10 8:04:40,1541790280,-37.66632,175.07048,164228.5132,136.9239875,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,25
4254,DM,2018-11-10 8:05:05,1541790305,-37.7431,174.97435,184693.5199,60.38193777,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,64
5221,DR/BB,2018-11-10 8:06:09,1541790369,-37.82268,174.95087,198135.9176,48.74682765,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,32
10181,PM,2018-11-10 8:06:41,1541790401,-38.0934,174.93663,293971.0378,17.82997938,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,152
3001,CM,2018-11-10 8:09:13,1541790553,-37.9735,174.89932,266955.0407,71.02735881,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,23
13603,WG,2018-11-10 8:09:36,1541790576,-37.66231,175.06874,164814.5834,178.5909456,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,27
4255,DM,2018-11-10 8:10:03,1541790603,-37.74927,174.97255,185474.2647,92.93352693,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,96
10182,PM,2018-11-10 8:11:39,1541790699,-38.1046,174.93028,295444.0298,14.93520066,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,152
3002,CM,2018-11-10 8:14:11,1541790851,-37.97803,174.89864,267661.3215,104.9221791,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,24
13604,WG,2018-11-10 8:14:35,1541790875,-37.64792,175.05408,166941.7233,118.2710957,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,90
5222,DR/BB,2018-11-10 8:16:05,1541790965,-37.81207,174.92036,201400.1,48.8,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,33
10183,PM,2018-11-10 8:16:38,1541790998,-38.10231,174.925,296099.7008,9.790358172,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,202
4256,DM,2018-11-10 8:20:00,1541791200,-37.77535,174.97843,188914.3073,27.69585284,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,243
3003,CM,2018-11-10 8:24:03,1541791443,-37.98581,174.89877,268945.0802,143.5446978,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,57
4257,DM,2018-11-10 8:25:00,1541791500,-37.78406,174.97869,189937.1259,64.44119559,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,243
3004,CM,2018-11-10 8:29:03,1541791743,-37.9971,174.88873,270895.8634,77.63019221,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,31
13605,WG,2018-11-10 8:29:34,1541791774,-37.65817,175.01448,172700.0219,63.03049338,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,26
4258,DM,2018-11-10 8:30:00,1541791800,-37.79359,174.972,191541.1968,21.46027244,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,243
3005,CM,2018-11-10 8:34:03,1541792043,-38.00285,174.88513,271745.6226,93.02621434,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,54
4259,DM,2018-11-10 8:34:57,1541792097,-37.80663,174.9773,193217.0982,15.77102111,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,88
5223,DR/BB,2018-11-10 8:36:25,1541792185,-37.80403,174.879,207673.2594,33.19193994,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,31
10184,PM,2018-11-10 8:36:56,1541792216,-38.12071,174.88259,302514.541,29.77873716,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,122
3006,CM,2018-11-10 8:38:58,1541792338,-38.0034,174.88321,272254.8269,126.6985237,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,60
4260,DM,2018-11-10 8:39:58,1541792398,-37.81131,174.97511,193869.7376,16.50024852,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,118
10185,PM,2018-11-10 8:41:56,1541792516,-38.12826,174.87281,304136.2648,24.20405033,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,181
4261,DM,2018-11-10 8:44:57,1541792697,-37.81856,174.97566,194765.5488,12.96446082,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,88
5224,DR/BB,2018-11-10 8:46:25,1541792785,-37.79442,174.89248,,,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,31
10186,PM,2018-11-10 8:46:56,1541792816,-38.13255,174.86594,304943.079,73.03334879,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,180
4262,DM,2018-11-10 8:49:56,1541792996,-37.82414,174.96716,196016.2018,27.66889776,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,101
10187,PM,2018-11-10 8:51:37,1541793097,-38.12828,174.85028,306963.4441,13.65478256,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,288
5225,DR/BB,2018-11-10 8:56:25,1541793385,-37.8,174.86948,208711.4176,12.65350354,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,8
10188,PM,2018-11-10 8:56:33,1541793393,-38.1366,174.83675,308695.1246,12.90981927,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,298
10189,PM,2018-11-10 9:01:31,1541793691,-38.14303,174.8344,310499.6514,11.95243172,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,134
3007,CM,2018-11-10 9:03:45,1541793825,-38.04825,174.8543,279641.4748,43.32117487,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,70
4263,DM,2018-11-10 9:04:55,1541793895,-37.81392,174.93479,200097.814,44.19438483,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,96
10190,PM,2018-11-10 9:06:31,1541793991,-38.15608,174.82968,312225.2001,8.961668657,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,134
3008,CM,2018-11-10 9:08:45,1541794125,-38.05022,174.87129,281906.3592,27.50795035,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,70
4264,DM,2018-11-10 9:09:55,1541794195,-37.8122,174.91994,201438.8866,48.71510197,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,95
10191,PM,2018-11-10 9:11:30,1541794290,-38.15825,174.82224,313062.3975,10.50396889,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,135
3009,CM,2018-11-10 9:13:45,1541794425,-38.04451,174.89163,283925.8401,9.961634005,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,70
4265,DM,2018-11-10 9:14:55,1541794495,-37.81709,174.9099,202596.3613,52.32907802,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,45
5226,DR/BB,2018-11-10 9:15:40,1541794540,-37.80011,174.86937,208718.2612,12.45800962,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,49
10192,PM,2018-11-10 9:16:29,1541794589,-38.16353,174.81235,314232.7518,28.27971906,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,134
3010,CM,2018-11-10 9:18:43,1541794723,-38.04961,174.90811,285666.7743,5.176087739,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,72
4266,DM,2018-11-10 9:19:55,1541794795,-37.82117,174.89647,203976.0063,36.44724193,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,91
10193,PM,2018-11-10 9:21:26,1541794886,-38.16953,174.80653,315209.0289,54.78375053,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,136
3011,CM,2018-11-10 9:23:42,1541795022,-38.05345,174.91743,286629.7266,24.90078178,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,105
4267,DM,2018-11-10 9:25:27,1541795127,-37.81874,174.88831,205143.5235,60.27653276,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,59
10194,PM,2018-11-10 9:26:26,1541795186,-38.17296,174.79984,315930.2132,101.0575114,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,137
5227,DR/BB,2018-11-10 9:28:43,1541795323,-37.80011,174.86936,208719.1214,12.43343702,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,22
3012,CM,2018-11-10 9:29:05,1541795345,-38.05347,174.91747,286633.7773,25.16142742,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,50
4268,DM,2018-11-10 9:29:55,1541795395,-37.8058,174.88712,206894.2342,32.77350723,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,91
10195,PM,2018-11-10 9:31:26,1541795486,-38.17776,174.79912,316564.1643,158.104909,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,134
3013,CM,2018-11-10 9:33:40,1541795620,-38.05348,174.91747,286634.5635,25.21201313,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,32
13606,WG,2018-11-10 9:34:12,1541795652,-37.77011,174.97223,188094.6796,20.83782763,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,43
4269,DM,2018-11-10 9:34:55,1541795695,-37.80325,174.8736,208169.721,40.23777014,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,89
10196,PM,2018-11-10 9:36:24,1541795784,-38.18321,174.80138,317295.3221,203.6178366,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,139
5228,DR/BB,2018-11-10 9:38:43,1541795923,-37.805,174.86249,209773.7029,5.578443973,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,28
13607,WG,2018-11-10 9:39:11,1541795951,-37.7789,174.97878,189332.2145,28.16401136,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,42
4270,DM,2018-11-10 9:39:53,1541795993,-37.80011,174.8694,208715.6805,12.53172742,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,91
10197,PM,2018-11-10 9:41:24,1541796084,-38.18956,174.79829,318158.0687,236.7356663,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,181
13608,WG,2018-11-10 9:44:25,1541796265,-37.7843,174.97866,189963.0411,64.33296802,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,258
5229,DR/BB,2018-11-10 9:48:43,1541796523,-37.81706,174.83974,212806.9463,29.80872785,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,42
13609,WG,2018-11-10 9:49:25,1541796565,-37.7943,174.97248,191630.5092,23.0802794,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,118
10198,PM,2018-11-10 9:51:23,1541796683,-38.21278,174.8131,321714.9102,167.4352432,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,182
13610,WG,2018-11-10 9:54:25,1541796865,-37.80687,174.97729,193243.4839,16.20638296,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,117
10199,PM,2018-11-10 9:56:22,1541796982,-38.22679,174.83145,324456.9827,85.34732318,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,168
13611,WG,2018-11-10 9:59:10,1541797150,-37.81595,174.97661,194461.8265,17.75209602,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,132
10200,PM,2018-11-10 10:01:22,1541797282,-38.23958,174.84132,326578.8408,78.56004883,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,164
13612,WG,2018-11-10 10:04:06,1541797446,-37.8237,174.97359,195415.9707,29.97627173,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,81
4271,DM,2018-11-10 10:05:27,1541797527,-37.79991,174.86842,208813.2554,11.2655968,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,53
10201,PM,2018-11-10 10:06:20,1541797580,-38.25327,174.83383,328952.4241,32.39031326,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,166
13613,WG,2018-11-10 10:09:06,1541797746,-37.82576,174.96526,196261.7954,31.84607235,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,81
4272,DM,2018-11-10 10:10:27,1541797827,-37.80197,174.8649,208941.5,5.8,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,53
10202,PM,2018-11-10 10:11:20,1541797880,-38.25941,174.81383,330892.693,12.54763876,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,166
13614,WG,2018-11-10 10:14:06,1541798046,-37.82898,174.95702,197079.525,34.751786,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,81
4273,DM,2018-11-10 10:15:27,1541798127,-37.80708,174.86115,210207.0537,8.7,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,53
10203,PM,2018-11-10 10:16:20,1541798180,-38.261,174.80696,331572.0622,12.09262054,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,85
3014,CM,2018-11-10 10:17:45,1541798265,-38.05391,174.91797,286700.9696,29.50521252,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,81
13615,WG,2018-11-10 10:19:06,1541798346,-37.82909,174.95695,197089.371,34.79125363,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,81
4274,DM,2018-11-10 10:20:27,1541798427,-37.81168,174.84814,211691.8862,7.908964693,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,52
10204,PM,2018-11-10 10:21:19,1541798479,-38.26669,174.78777,333504.7993,11.93641199,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,85
3015,CM,2018-11-10 10:22:44,1541798564,-38.05774,174.93178,288037.7036,40.21808714,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,82
13616,WG,2018-11-10 10:24:06,1541798646,-37.82699,174.95575,197368.9743,29.86074498,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,85
4275,DM,2018-11-10 10:25:31,1541798731,-37.81795,174.83871,212941.7622,35.22852403,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,46
10205,PM,2018-11-10 10:26:17,1541798777,-38.27797,174.77626,335414.0441,8.342635215,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,169
13617,WG,2018-11-10 10:29:06,1541798946,-37.82201,174.95009,198239.9394,52.6991381,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,85
4276,DM,2018-11-10 10:30:31,1541799031,-37.82121,174.83553,213403.9344,49.39248057,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,46
10206,PM,2018-11-10 10:31:17,1541799077,-38.28999,174.77815,337361.3856,7.250334754,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,88
3016,CM,2018-11-10 10:32:45,1541799165,-38.07129,174.93636,290878.1355,37.58217323,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,166
4277,DM,2018-11-10 10:35:31,1541799331,-37.82426,174.83029,213987.3421,71.91710827,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,42
10207,PM,2018-11-10 10:36:13,1541799373,-38.29645,174.76366,339186.3843,19.38185747,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,85
3017,CM,2018-11-10 10:37:38,1541799458,-38.08783,174.93427,293187.1071,20.01545899,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,77
5230,DR/BB,2018-11-10 10:38:55,1541799535,-37.84302,174.77384,222650.2968,213.8410241,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,9
13618,WG,2018-11-10 10:39:04,1541799544,-37.81229,174.92348,201124.1213,47.75647334,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,85
4278,DM,2018-11-10 10:40:29,1541799629,-37.82487,174.82343,214929.0335,107.1377752,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",10,44
10208,PM,2018-11-10 10:41:13,1541799673,-38.29297,174.74606,340807.7787,8.16562884,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,85
3018,CM,2018-11-10 10:42:38,1541799758,-38.09624,174.93478,294392.2023,40.32853008,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,84
13619,WG,2018-11-10 10:44:02,1541799842,-37.81529,174.91348,202215.9561,46.61541611,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,210
3019,CM,2018-11-10 10:47:32,1541800052,-38.10182,174.92355,296272.3915,15.96910819,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,83
5231,DR/BB,2018-11-10 10:48:55,1541800135,-37.85907,174.76474,225665.2799,154.8398581,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,32
13620,WG,2018-11-10 10:49:27,1541800167,-37.82085,174.9023,203421.3536,36.40978531,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,103
10209,PM,2018-11-10 10:51:10,1541800270,-38.30344,174.72635,343248.7378,14.85797696,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,82
3020,CM,2018-11-10 10:52:32,1541800352,-38.10328,174.91849,297177.1927,60.73965192,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,85
13621,WG,2018-11-10 10:53:57,1541800437,-37.82273,174.8936,204282.4092,50.75041449,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,129
10210,PM,2018-11-10 10:56:06,1541800566,-38.3075,174.72738,343802.2736,67.874682,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,86
3021,CM,2018-11-10 10:57:32,1541800652,-38.1098,174.90356,299091.3685,33.32287512,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,83
5232,DR/BB,2018-11-10 10:58:55,1541800735,-37.86267,174.76242,226524.8,149.6,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,2
13622,WG,2018-11-10 10:58:57,1541800737,-37.81732,174.88939,205328.0438,56.23582785,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,129
10211,PM,2018-11-10 11:01:06,1541800866,-38.30862,174.72592,344409.0781,98.00079026,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,84
3022,CM,2018-11-10 11:02:30,1541800950,-38.11404,174.90071,299848.3536,70.18037893,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,294
3023,CM,2018-11-10 11:07:24,1541801244,-38.11725,174.88429,301843.0142,19.9119904,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,61
5233,DR/BB,2018-11-10 11:08:25,1541801305,-37.86935,174.7673,228125.1441,184.5756265,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,152
10212,PM,2018-11-10 11:10:57,1541801457,-38.33067,174.72362,347887.9606,14.86319117,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,87
3024,CM,2018-11-10 11:12:24,1541801544,-38.1221,174.88146,303056.7605,45.62339095,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,87
13623,WG,2018-11-10 11:13:51,1541801631,-37.79993,174.86998,208670.0965,13.83453448,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,126
10213,PM,2018-11-10 11:15:57,1541801757,-38.33857,174.73855,349696.845,17.96846198,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,87
3025,CM,2018-11-10 11:17:24,1541801844,-38.13,174.87065,304426.6169,41.69227065,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,60
5234,DR/BB,2018-11-10 11:18:24,1541801904,-37.88991,174.76935,231630.6093,74.90434267,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,27
13624,WG,2018-11-10 11:18:51,1541801931,-37.80006,174.86989,208674.7436,13.70178406,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,126
10214,PM,2018-11-10 11:20:57,1541802057,-38.33977,174.73898,349828.5,18.8,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,85
3026,CM,2018-11-10 11:22:22,1541802142,-38.13315,174.86446,305089.2722,81.75315709,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,89
13625,WG,2018-11-10 11:23:51,1541802231,-37.79997,174.86998,208978.7895,4.848083985,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",26,123
10215,PM,2018-11-10 11:25:54,1541802354,-38.34271,174.73729,350199.6865,15.82974899,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,84
3027,CM,2018-11-10 11:27:18,1541802438,-38.13033,174.84702,307341.8143,18.84412947,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,54
5235,DR/BB,2018-11-10 11:28:12,1541802492,-37.89306,174.78212,233836.3796,114.6167028,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",11,159
10216,PM,2018-11-10 11:30:51,1541802651,-38.35482,174.73463,351764.3586,26.21776556,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,87
3028,CM,2018-11-10 11:32:18,1541802738,-38.13668,174.83715,308654.1066,11.3764703,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",7,213
10217,PM,2018-11-10 11:35:51,1541802951,-38.36023,174.72124,353247.306,17.2495569,Tracking,,SPOT Device,"(UTC+12:00) Auckland, Wellington",21,87
